run_at_local,yesterday_date,recovery_day,budget_eur,bid_strategy_type,bid_strategy_system_status,optimization_score,last_window_clicks,last_window_cost_eur,last_window_conversions,last_window_all_conversions,yesterday_clicks,yesterday_cost_eur,yesterday_conv,avg_search_is_pct,avg_lost_is_budget_pct,avg_lost_is_rank_pct,mobile_clicks,mobile_cost_eur,mobile_conv,desktop_clicks,desktop_cost_eur,desktop_conv,ga4_paid_window_sessions,ga4_paid_window_engaged,ga4_paid_window_keyevents,ga4_contact_form_paid_window,ga4_phone_paid_window,ga4_whatsapp_paid_window,ga4_contact_form_org_window,ga4_phone_org_window,ga4_whatsapp_org_window,flags_count,flags_summary
2026-05-09 23:43:00,2026-05-08,Day 0/14,6.0,MAXIMIZE_CONVERSIONS,ENABLED,0.8852,124,166.93,0.0,0.0,16,22.85,0.0,16.5,9.4,74.3,91,107.7,0.0,31,53.16,0.0,69,47,0.0,0,0,0,1,0,0,1,RECENT_BUDGET_CHANGE
