normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,brand_nonbrand_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,in_gsc_queries,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,gsc_total_clicks,gsc_total_impressions,gsc_weighted_ctr,gsc_best_position_guess,gsc_distinct_pages_count,gsc_possible_cannibalization_guess,gsc_top_page_guess,gsc_top_page_clicks,gsc_top_page_impressions,gsc_top_page_route_guess,gsc_top_page_type_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,seo_opportunity_type,seo_opportunity_reason,ppc_seo_overlap_guess,ppc_seo_notes,ads_priority_guess,keep_review_pause_guess,notes
crepi platen,crepi platen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,,,,,/sierpleister/,service,medium,keyword contains sierpleister signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
crepi stucwerk,crepi stucwerk,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,14.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
dak en gevelisolatie,dak en gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,62,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
dak isoleren tussen balken,dak isoleren tussen balken,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,83,0.597886,1.36918,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
dampscherm buitenmuur,dampscherm buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
de gevel schilder,de gevel schilder,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,42.0,1,False,https://bm-klus-bv.nl/gevel-schilderen/,0,1,/gevel-schilderen/,service,/gevel-schilderen/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
decoratieve buitenstuc,decoratieve buitenstuc,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,5.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
dikte gevelisolatie,dikte gevelisolatie,technical_rc_dikte,commercial_investigative,nl,NL,nonbrand,False,False,True,False,True,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,0,1,0.0,13.0,1,False,https://bm-klus-bv.nl/gevelisolatie/rc-waarde-dikte/,0,1,/gevelisolatie/rc-waarde-dikte/,cluster,/gevelisolatie/rc-waarde-dikte/,cluster,high,keyword contains rc/dikte signal; confirmed by GSC evidence,,none,,in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",low,cleanup,
dikte isolatie buitenmuur,dikte isolatie buitenmuur,technical_rc_dikte,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,34,0.316708,0.899044,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
dikte isolatie buitenmuur 2021,dikte isolatie buitenmuur 2021,technical_rc_dikte,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
dikte isolatie buitenmuur renovatie,dikte isolatie buitenmuur renovatie,technical_rc_dikte,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,20,MEDIUM,53,0.29335,1.165248,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
dunne buitengevelisolatie,dunne buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,True,True,True,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE","Gevelisolatie - Technisch,Gevelisolatie - Materialen",ENABLED,2,0,0.0,0.0,Gevelisolatie - Technisch,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
dunne gevelisolatie,dunne gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,True,10,HIGH,100,0.390017,1.882177,,,,,,,,,,,,,,,,,,,,,False,0,1,0.0,31.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,1,/gevelisolatie/,service,/gevelisolatie/,service,high,broad gevelisolatie term; confirmed by GSC evidence,,none,,in_gsc_only,"organic only, no ads presence",,,
dunne isolatie buitenmuur,dunne isolatie buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,70,HIGH,100,0.490214,1.072977,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
dunne isolatieplaten buitenmuur,dunne isolatieplaten buitenmuur,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.462841,0.78532,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
duurzaam stucwerk expert,duurzaam stucwerk expert,prijs_kosten,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,82.0,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
e board gevelisolatie,e board gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
e board kopen,e board kopen,other,commercial,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
ecologische gevelisolatie,ecologische gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
een buitenmuur stucen,een buitenmuur stucen,stuc_crepi,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,17.5,1,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,2,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
een steens buitenmuur isoleren,een steens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,71,0.193025,0.665283,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
eensteens muur isoleren,eensteens muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,50,HIGH,88,0.360863,1.477459,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkel steen muur isoleren,enkel steen muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,590,HIGH,100,0.129112,1.461292,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 590, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
enkele buitenmuur isoleren,enkele buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.275355,1.986905,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkele muur isoleren,enkele muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,70,HIGH,71,0.203854,2.605991,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens buitenmuur isoleren,enkelsteens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,70,HIGH,92,0.356538,1.580446,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens muur isoleren,enkelsteens muur isoleren,other,commercial_investigative,nl,NL,nonbrand,True,True,False,False,False,False,590,HIGH,100,0.129112,1.461292,590,HIGH,100,0.129112,1.461292,1.461292,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 590, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
enkelsteens muur isoleren binnenkant,enkelsteens muur isoleren binnenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,480,HIGH,99,0.128819,1.186714,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,medium,page_gap,"planner/hist vol 480, no mapped route",in_planner_only,"planner demand only, no ads or organic",expansion_candidate,,
enkelsteens muur isoleren binnenkant kosten,enkelsteens muur isoleren binnenkant kosten,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,40,HIGH,69,0.445501,1.706086,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens muur isoleren binnenkant pir,enkelsteens muur isoleren binnenkant pir,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,140,HIGH,99,0.092116,0.636651,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,medium,none,moderate planner volume,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens muur isoleren buitenkant,enkelsteens muur isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,True,False,False,110,HIGH,90,0.386244,1.555371,,,,,,,,,,,,,,5,2,1.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,medium,none,moderate planner volume,in_ads_only,"paid only, no organic signal in GSC",,,
enkelsteens muur isoleren buitenkant kosten,enkelsteens muur isoleren buitenkant kosten,prijs_kosten,commercial,nl,NL,nonbrand,True,False,False,False,False,False,40,LOW,29,0.452214,1.669813,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens muur isoleren buitenzijde,enkelsteens muur isoleren buitenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens muur isoleren folie,enkelsteens muur isoleren folie,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,30,HIGH,100,0.140455,1.02697,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
enkelsteens muur isoleren zonder ruimteverlies,enkelsteens muur isoleren zonder ruimteverlies,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,90,HIGH,98,0.265639,0.922033,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,low,none,,in_planner_only,"planner demand only, no ads or organic",,,
eps buitengevelisolatie,eps buitengevelisolatie,materialen,commercial_investigative,nl,NL,nonbrand,False,False,True,True,True,False,,,,,,,,,,,,1,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Materialen,ENABLED,1,0,0.0,0.0,Gevelisolatie - Materialen,cleanup,enabled but 0 impressions,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_ads_only,"paid only, no organic signal in GSC",low,cleanup,
eps etics,eps etics,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,10.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,1,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
eps gevelisolatie,eps gevelisolatie,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
eps isolatie buitenmuur,eps isolatie buitenmuur,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,98,0.377828,1.275547,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
eps isolatie steenstrips,eps isolatie steenstrips,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0.0,88.25,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,4,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 4 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
eps platen buitengevel,eps platen buitengevel,materialen,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
essent gevelisolatie,essent gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
etics,etics,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,1,1,1.5,0.0,Gevelisolatie - Technisch,,,False,0,45,0.0,6.67,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,45,/gevelisolatie/,service,/gevelisolatie/,service,high,broad gevelisolatie term; confirmed by GSC evidence,high,striking_distance,"pos 6.7, 45 impr, CTR 0.0000",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",,,
etics betekenis,etics betekenis,core_isolation,informational,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0.0,3.33,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,9,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 9 impr)",low,weak_signal,"9 impr, pos 3.3",in_gsc_only,"organic only, no ads presence",,,
etics details,etics details,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,10.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,2,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
etics gevel,etics gevel,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,0,6,0.0,2.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,6,/gevelisolatie/,service,/gevelisolatie/,service,high,broad gevelisolatie term; confirmed by GSC evidence,low,weak_signal,"6 impr, pos 2.0",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=0",,,
etics gevelisolatie,etics gevelisolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,True,True,False,True,10,HIGH,90,0.401637,1.392984,,,,,,,7,2,1.79,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,5,1,0.29,0.0,Gevelisolatie - Technisch,,,False,2,14,0.142857,5.64,1,False,https://bm-klus-bv.nl/gevelisolatie/,2,14,/gevelisolatie/,service,/gevelisolatie/,service,high,broad gevelisolatie term; confirmed by GSC evidence,low,weak_signal,"14 impr, pos 5.6",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=2",low,review,
etics isolatie,etics isolatie,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,7,2,1.81,0.0,Gevelisolatie - Core,,,False,1,34,0.029412,5.18,1,False,https://bm-klus-bv.nl/gevelisolatie/,1,34,/gevelisolatie/,service,/gevelisolatie/,service,high,broad gevelisolatie term; confirmed by GSC evidence,high,striking_distance,"pos 5.2, 34 impr, CTR 0.0294",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=1",,,
etics systeem,etics systeem,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,True,,,,,,,,,,,,,,,,,,,12,4,1.53,0.0,Gevelisolatie - Core,,,False,1,37,0.027027,8.03,1,False,https://bm-klus-bv.nl/gevelisolatie/,1,37,/gevelisolatie/,service,/gevelisolatie/,service,high,broad gevelisolatie term; confirmed by GSC evidence,high,striking_distance,"pos 8.0, 37 impr, CTR 0.0270",in_ads_and_gsc,"ads+organic; ads conv=0, organic clicks=1",,,
etics-systeem,etics-systeem,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0.0,10.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,4,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 4 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
etivs,etivs,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,6.0,1,False,https://bm-klus-bv.nl/gevelisolatie/,0,1,/gevelisolatie/,service,/gevelisolatie/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
extra isolatie buitenmuur,extra isolatie buitenmuur,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,MEDIUM,64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
facade repair,facade repair,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.0,3.0,1,False,https://bm-klus-bv.nl/,0,1,/,home,/,home,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
fascia repair,fascia repair,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,4.0,1,False,https://bm-klus-bv.nl/,0,2,/,home,/,home,medium,"from GSC top page (0 clicks, 2 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
firestone pir isolatie,firestone pir isolatie,materialen,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,none,,in_planner_only,"planner demand only, no ads or organic",,,
fotos,fotos,other,commercial_investigative,nl,NL,nonbrand,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.0,2.0,2,False,https://bm-klus-bv.nl/buiten-stucwerk/,0,1,/buiten-stucwerk/,service,/buiten-stucwerk/,service,medium,"from GSC top page (0 clicks, 1 impr)",,none,,in_gsc_only,"organic only, no ads presence",,,
fundering isoleren buitenkant,fundering isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Materialen,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
fundering isoleren buitenzijde,fundering isoleren buitenzijde,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
gamma buitenmuur isoleren,gamma buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,95,0.216199,0.921161,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,/gevelisolatie/,service,low,broad gevelisolatie term,,none,,in_planner_only,"planner demand only, no ads or organic",,,
garage isoleren buitenkant,garage isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,nonbrand,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,,,,,,,,,,none,,in_ads_only,"paid only, no organic signal in GSC",,,
garage muur isoleren binnenkant,garage muur isoleren binnenkant,other,commercial_investigative,nl,NL,nonbrand,True,False,False,False,False,False,10,HIGH,100,0.118755,0.804346,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,none,,in_planner_only,"planner demand only, no ads or organic",,,
