normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,ads_priority_guess,keep_review_pause_guess,notes
buitenmuur isoleren buitenzijde,buitenmuur isoleren buitenzijde,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,99,0.511816,1.494504,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren crepi,buitenmuur isoleren crepi,stuc_crepi,commercial_investigative,nl,NL,True,False,False,True,False,10,MEDIUM,57,0.0,0.0,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
buitenmuur isoleren en stucen,buitenmuur isoleren en stucen,stuc_crepi,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,144,21,36.07,0.0,"PHRASE,EXACT",Gevelisolatie - Afwerking,ENABLED,10,5,5.59,0.0,Gevelisolatie - Afwerking,pause,"spent €30.49 with 0 conv; 16 clicks, 0 conv",False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,review,pause,
buitenmuur isoleren hout,buitenmuur isoleren hout,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren kosten,buitenmuur isoleren kosten,prijs_kosten,commercial,nl,NL,True,True,True,True,False,50,HIGH,84,0.728753,1.8748,50,HIGH,84,0.728753,1.8748,1.574832,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,low,,
buitenmuur isoleren langs binnen,buitenmuur isoleren langs binnen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,87,0.307981,2.104683,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren langs buiten,buitenmuur isoleren langs buiten,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,88,0.510399,1.8957,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren met hout,buitenmuur isoleren met hout,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,98,0.510399,1.87336,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
buitenmuur isoleren met piepschuim,buitenmuur isoleren met piepschuim,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,79,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
buitenmuur isoleren met pir platen,buitenmuur isoleren met pir platen,materialen,commercial_investigative,nl,NL,True,False,False,False,False,110,HIGH,100,0.394043,1.391503,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,medium,,,
buitenmuur isoleren met steenstrips,buitenmuur isoleren met steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,93,0.410642,1.47183,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitenmuur isoleren met tempex,buitenmuur isoleren met tempex,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren met voorzetwand,buitenmuur isoleren met voorzetwand,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,HIGH,97,0.328883,1.478155,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
buitenmuur isoleren offerte,buitenmuur isoleren offerte,offerte,commercial,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Offerte,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
buitenmuur isoleren prijs,buitenmuur isoleren prijs,prijs_kosten,commercial,nl,NL,True,False,True,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,low,,
buitenmuur isoleren prijs per m2,buitenmuur isoleren prijs per m2,prijs_kosten,commercial,nl,NL,True,False,True,True,False,70,HIGH,90,0.603872,1.61177,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,PAUSED,2,0,0.0,0.0,Gevelisolatie - Kosten & Prijs,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,low,,
buitenmuur isoleren steenstrips,buitenmuur isoleren steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,97,0.470815,0.83928,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
buitenmuur isoleren van binnenuit,buitenmuur isoleren van binnenuit,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,100,0.276169,1.295208,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,,,
buitenmuur isoleren van buitenaf,buitenmuur isoleren van buitenaf,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.510189,2.202096,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren vanaf de buitenkant,buitenmuur isoleren vanaf de buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur isoleren voorzetwand,buitenmuur isoleren voorzetwand,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,40,HIGH,97,0.328883,1.478155,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
buitenmuur isoleren zonder spouw,buitenmuur isoleren zonder spouw,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,73,0.515501,1.295365,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuur langs binnen isoleren,buitenmuur langs binnen isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,87,0.307981,2.104683,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuur na isoleren,buitenmuur na isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,95,0.706224,2.241674,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
buitenmuur platen,buitenmuur platen,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,100,0.499279,1.531821,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
buitenmuur van binnen isoleren,buitenmuur van binnen isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,100,0.276169,1.295208,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
buitenmuur van buiten isoleren,buitenmuur van buiten isoleren,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
buitenmuur zonder spouw isoleren,buitenmuur zonder spouw isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,83,0.29416,1.358222,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
buitenmuurisolatie,buitenmuurisolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,6,1,0.74,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuurisolatie aan de buitenzijde,buitenmuurisolatie aan de buitenzijde,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuurisolatie bestaande woning,buitenmuurisolatie bestaande woning,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuurisolatie dikte,buitenmuurisolatie dikte,technical_rc_dikte,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,,,
buitenmuurisolatie langs de buitengevel,buitenmuurisolatie langs de buitengevel,core_isolation,commercial_investigative,nl,NL,False,False,True,True,False,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Materialen,PAUSED,3,1,2.18,0.0,"Gevelisolatie - Core,Gevelisolatie - Afwerking",,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,,
buitenmuurisolatie met kurk,buitenmuurisolatie met kurk,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
buitenmuurisolatie met steenstrips,buitenmuurisolatie met steenstrips,steenstrips,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,100,0.60656,1.581441,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,,,
buitenmuurisolatie prijs,buitenmuurisolatie prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenmuurisolatie prijs per m2,buitenmuurisolatie prijs per m2,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,MEDIUM,50,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
buitenwand isoleren,buitenwand isoleren,other,commercial_investigative,nl,NL,True,False,False,True,False,20,HIGH,100,0.510941,1.986984,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,low,,,
buitenzijde gevel isoleren,buitenzijde gevel isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,320,HIGH,100,0.7866,3.18701,,,,,,,,,,,,,,2,1,2.13,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,medium,expansion_candidate,,
buitenzijde huis isoleren,buitenzijde huis isoleren,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,1,0.51,0.0,Gevelisolatie - Core,,,False,,,,,,,,
buitenzijde muur isoleren,buitenzijde muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.408897,1.65809,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
crepi buitengevel,crepi buitengevel,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
crepi gevel,crepi gevel,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,6,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
crepi gevel isolatie,crepi gevel isolatie,stuc_crepi,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
crepi gevel isolatie prijs,crepi gevel isolatie prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
crepi gevel prijs per m2,crepi gevel prijs per m2,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
crepi gevelbekleding,crepi gevelbekleding,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,10,2,1.48,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
crepi gevelisolatie,crepi gevelisolatie,stuc_crepi,commercial_investigative,nl,NL,True,False,False,True,False,10,HIGH,81,1.05056,3.091549,,,,,,,,,,,,,,3,1,2.21,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
crepi isolatie,crepi isolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,5,1,1.73,0.0,"Gevelisolatie - Afwerking,Gevelisolatie - Core",,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
crepi platen,crepi platen,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
dak en gevelisolatie,dak en gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,62,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
dak isoleren tussen balken,dak isoleren tussen balken,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,83,0.597886,1.36918,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
dampscherm buitenmuur,dampscherm buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
dikte gevelisolatie,dikte gevelisolatie,technical_rc_dikte,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,low,cleanup,
dikte isolatie buitenmuur,dikte isolatie buitenmuur,technical_rc_dikte,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,34,0.316708,0.899044,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,,,
dikte isolatie buitenmuur 2021,dikte isolatie buitenmuur 2021,technical_rc_dikte,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,,,
dikte isolatie buitenmuur renovatie,dikte isolatie buitenmuur renovatie,technical_rc_dikte,commercial_investigative,nl,NL,True,False,False,False,False,20,MEDIUM,53,0.29335,1.165248,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,low,,,
dunne buitengevelisolatie,dunne buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,True,True,True,10,UNSPECIFIED,0,0.0,0.0,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE","Gevelisolatie - Technisch,Gevelisolatie - Materialen",ENABLED,2,0,0.0,0.0,Gevelisolatie - Technisch,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
dunne gevelisolatie,dunne gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.390017,1.882177,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
dunne isolatie buitenmuur,dunne isolatie buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,70,HIGH,100,0.490214,1.072977,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
dunne isolatieplaten buitenmuur,dunne isolatieplaten buitenmuur,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.462841,0.78532,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
e board gevelisolatie,e board gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
e board kopen,e board kopen,other,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
ecologische gevelisolatie,ecologische gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
een steens buitenmuur isoleren,een steens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,71,0.193025,0.665283,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
eensteens muur isoleren,eensteens muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,50,HIGH,88,0.360863,1.477459,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
enkel steen muur isoleren,enkel steen muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,590,HIGH,100,0.129112,1.461292,,,,,,,,,,,,,,,,,,,,,False,,,,,high,expansion_candidate,,
enkele buitenmuur isoleren,enkele buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.275355,1.986905,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
enkele muur isoleren,enkele muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,70,HIGH,71,0.203854,2.605991,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
enkelsteens buitenmuur isoleren,enkelsteens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,70,HIGH,92,0.356538,1.580446,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
enkelsteens muur isoleren,enkelsteens muur isoleren,other,commercial_investigative,nl,NL,True,True,False,False,False,590,HIGH,100,0.129112,1.461292,590,HIGH,100,0.129112,1.461292,1.461292,,,,,,,,,,,,,,,False,,,,,high,expansion_candidate,,
enkelsteens muur isoleren binnenkant,enkelsteens muur isoleren binnenkant,other,commercial_investigative,nl,NL,True,False,False,False,False,480,HIGH,99,0.128819,1.186714,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,expansion_candidate,,
enkelsteens muur isoleren binnenkant kosten,enkelsteens muur isoleren binnenkant kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,40,HIGH,69,0.445501,1.706086,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
enkelsteens muur isoleren binnenkant pir,enkelsteens muur isoleren binnenkant pir,materialen,commercial_investigative,nl,NL,True,False,False,False,False,140,HIGH,99,0.092116,0.636651,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,medium,,,
enkelsteens muur isoleren buitenkant,enkelsteens muur isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,110,HIGH,90,0.386244,1.555371,,,,,,,,,,,,,,5,2,1.0,0.0,Gevelisolatie - Core,,,False,,,,,medium,,,
enkelsteens muur isoleren buitenkant kosten,enkelsteens muur isoleren buitenkant kosten,prijs_kosten,commercial,nl,NL,True,False,False,False,False,40,LOW,29,0.452214,1.669813,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
enkelsteens muur isoleren buitenzijde,enkelsteens muur isoleren buitenzijde,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
enkelsteens muur isoleren folie,enkelsteens muur isoleren folie,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,100,0.140455,1.02697,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
enkelsteens muur isoleren zonder ruimteverlies,enkelsteens muur isoleren zonder ruimteverlies,other,commercial_investigative,nl,NL,True,False,False,False,False,90,HIGH,98,0.265639,0.922033,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
eps buitengevelisolatie,eps buitengevelisolatie,materialen,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,1,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Materialen,ENABLED,1,0,0.0,0.0,Gevelisolatie - Materialen,cleanup,enabled but 0 impressions,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,low,cleanup,
eps gevelisolatie,eps gevelisolatie,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
eps isolatie buitenmuur,eps isolatie buitenmuur,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,98,0.377828,1.275547,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
eps platen buitengevel,eps platen buitengevel,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
essent gevelisolatie,essent gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
etics,etics,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,1,1.5,0.0,Gevelisolatie - Technisch,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
etics gevel,etics gevel,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
etics gevelisolatie,etics gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,True,True,False,10,HIGH,90,0.401637,1.392984,,,,,,,7,2,1.79,0.0,"PHRASE,EXACT",Gevelisolatie - Technisch,ENABLED,5,1,0.29,0.0,Gevelisolatie - Technisch,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,review,
etics isolatie,etics isolatie,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,7,2,1.81,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
etics systeem,etics systeem,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,12,4,1.53,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
extra isolatie buitenmuur,extra isolatie buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
firestone pir isolatie,firestone pir isolatie,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
fundering isoleren buitenkant,fundering isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Materialen,,,False,,,,,,,,
fundering isoleren buitenzijde,fundering isoleren buitenzijde,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
gamma buitenmuur isoleren,gamma buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,95,0.216199,0.921161,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
garage isoleren buitenkant,garage isoleren buitenkant,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
garage muur isoleren binnenkant,garage muur isoleren binnenkant,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.118755,0.804346,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
geisoleerde gevelpanelen,geisoleerde gevelpanelen,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
geisoleerde steenstrips,geisoleerde steenstrips,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,1,1.22,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
geluidsisolatie buitenmuur,geluidsisolatie buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,100,0.290166,0.939416,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
gestucte buitenmuur isoleren,gestucte buitenmuur isoleren,stuc_crepi,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,67,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
gevel afbreken en isoleren,gevel afbreken en isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
gevel bekleden met keralit,gevel bekleden met keralit,bekleden,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
