normalized_keyword,keyword_text_raw,topic_theme_guess,intent_guess,language_guess,country_guess,in_planner_ideas,in_historical_metrics,in_ads_keywords,in_ads_search_terms,in_action_candidates,planner_avg_monthly_searches,planner_competition,planner_competition_index,planner_low_bid_eur,planner_high_bid_eur,historical_avg_monthly_searches,historical_competition,historical_competition_index,historical_low_bid_eur,historical_high_bid_eur,historical_intent_score,ads_keyword_impressions,ads_keyword_clicks,ads_keyword_cost_eur,ads_keyword_conversions,ads_keyword_match_types,ads_keyword_ad_groups,ads_keyword_statuses,ads_search_term_impressions,ads_search_term_clicks,ads_search_term_cost_eur,ads_search_term_conversions,ads_search_term_ad_groups,action_candidate_decision,action_candidate_reason,negative_watch_guess,mapped_route_guess,mapped_page_type_guess,mapping_confidence,mapping_notes,seo_priority_guess,ads_priority_guess,keep_review_pause_guess,notes
polystuc buitengevelisolatie,polystuc buitengevelisolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,True,True,True,,,,,,,,,,,,7,0,0.0,0.0,"EXACT,PHRASE","Gevelisolatie - Afwerking,Gevelisolatie - Materialen","ENABLED,PAUSED",3,0,0.0,0.0,Gevelisolatie - Afwerking,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
polystuc buitengevelisolatie prijs,polystuc buitengevelisolatie prijs,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs buitengevelisolatie,prijs buitengevelisolatie,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,86,0.315926,1.725048,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs buitenisolatie,prijs buitenisolatie,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs buitenmuur isoleren,prijs buitenmuur isoleren,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs buitenmuurisolatie,prijs buitenmuurisolatie,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs gevel isoleren,prijs gevel isoleren,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,83,0.590721,3.950636,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs gevelisolatie,prijs gevelisolatie,prijs_kosten,commercial,nl,NL,True,False,False,False,False,20,HIGH,75,0.808425,1.858701,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,low,,,
prijs gevelisolatie crepi,prijs gevelisolatie crepi,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs gevelisolatie met steenstrips,prijs gevelisolatie met steenstrips,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs gevelisolatie per m2,prijs gevelisolatie per m2,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs isolatie buitenmuur,prijs isolatie buitenmuur,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs slimfort isolatie,prijs slimfort isolatie,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijs steenstrips met isolatie,prijs steenstrips met isolatie,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
prijzen gevelisolatie,prijzen gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
rc waarde gevelisolatie,rc waarde gevelisolatie,technical_rc_dikte,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Technisch,ENABLED,,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/rc-waarde-dikte/,cluster,medium,keyword contains rc/dikte signal,,low,cleanup,
recticel gevelisolatie,recticel gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,94,0.73136,2.096741,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
renovatie isolatie buitenmuren,renovatie isolatie buitenmuren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
richtprijs gevelisolatie,richtprijs gevelisolatie,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
rockwool gevelisolatie,rockwool gevelisolatie,materialen,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,95,0.307879,0.950608,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,low,,,
schimmel muur isoleren,schimmel muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,79,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
schuurmuur isoleren,schuurmuur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.227747,0.968916,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
sierpleister buitengevel,sierpleister buitengevel,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
slimfort gevelisolatie,slimfort gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,50,HIGH,100,0.273054,1.743251,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
slimfort gevelisolatie prijs,slimfort gevelisolatie prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
slimfort isobouw,slimfort isobouw,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,93,0.389096,2.090202,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
slimfort isolatie,slimfort isolatie,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
slimfort prijs,slimfort prijs,prijs_kosten,commercial,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
soorten gevelisolatie,soorten gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,29,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
spouwmuurisolatie en buitenmuurisolatie combineren,spouwmuurisolatie en buitenmuurisolatie combineren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
spouwmuurisolatie geschilderde buitenmuur,spouwmuurisolatie geschilderde buitenmuur,stuc_crepi,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
spouwmuurisolatie geverfde buitenmuur,spouwmuurisolatie geverfde buitenmuur,stuc_crepi,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
spouwmuurisolatie of buitenmuurisolatie,spouwmuurisolatie of buitenmuurisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,29,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
spouwmuurisolatie of gevelisolatie,spouwmuurisolatie of gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,46,0.249194,4.444417,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
spuitkurk buitengevel,spuitkurk buitengevel,core_isolation,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
steens buitenmuur isoleren,steens buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,0.225341,1.465325,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
steens muur isoleren,steens muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,170,HIGH,99,0.282332,1.490875,,,,,,,,,,,,,,,,,,,,,False,,,,,medium,,,
steensmuur isoleren buitenzijde,steensmuur isoleren buitenzijde,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,81,0.400827,1.536627,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
steenstrip isolatieplaten,steenstrip isolatieplaten,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips buitengevel kosten,steenstrips buitengevel kosten,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
steenstrips buitengevel met isolatie,steenstrips buitengevel met isolatie,steenstrips,commercial_investigative,nl,NL,True,False,True,True,False,30,HIGH,100,0.501699,1.673367,,,,,,,8,1,0.66,0.0,"EXACT,PHRASE",Gevelisolatie - Afwerking,"ENABLED,PAUSED",2,1,0.66,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,low,review,
steenstrips buitengevel plaatsen,steenstrips buitengevel plaatsen,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,1,1.13,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips gevelisolatie,steenstrips gevelisolatie,steenstrips,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.596881,2.30631,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips isolatie,steenstrips isolatie,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips isolatie buitengevel,steenstrips isolatie buitengevel,steenstrips,commercial_investigative,nl,NL,True,False,False,True,False,40,HIGH,100,0.408319,1.505142,,,,,,,,,,,,,,6,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,low,,,
steenstrips op isolatie,steenstrips op isolatie,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,2,2.13,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips op isolatie prefab,steenstrips op isolatie prefab,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,5,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips op isolatie prijs,steenstrips op isolatie prijs,prijs_kosten,commercial,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/kosten/,cluster,medium,keyword contains cost/price signal,,,,
steenstrips op isolatieplaat,steenstrips op isolatieplaat,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,1,1.18,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
steenstrips op pir isolatie,steenstrips op pir isolatie,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
steenstrips plaatsen op isolatie,steenstrips plaatsen op isolatie,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,3,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
steenstrips voor buiten met isolatie,steenstrips voor buiten met isolatie,steenstrips,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/gevelisolatie/afwerkingen/,cluster,medium,keyword contains finishing signal,,,,
sto buitengevelisolatie,sto buitengevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,10,MEDIUM,43,0.742588,1.695825,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
sto buitengevelisolatie systemen,sto buitengevelisolatie systemen,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,34,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
sto gevelisolatie,sto gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,70,MEDIUM,38,0.722282,2.530247,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
sto isolatieplaat,sto isolatieplaat,materialen,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
strikolith gevelisolatie,strikolith gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,72,0.458765,1.863563,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
strikolith isolatie,strikolith isolatie,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
strikoterm,strikoterm,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
strikotherm gevelisolatie,strikotherm gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,True,False,40,HIGH,83,0.498683,2.66633,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,low,,,
strikotherm prijzen,strikotherm prijzen,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
stuc isolatie,stuc isolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
stucwerk buitengevelisolatie,stucwerk buitengevelisolatie,stuc_crepi,commercial_investigative,nl,NL,True,False,False,False,False,10,UNSPECIFIED,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
stucwerk isolatie,stucwerk isolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
stucwerk op isolatie,stucwerk op isolatie,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/buiten-stucwerk/,service,medium,keyword contains stucwerk signal,,,,
subsidie,subsidie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,,,
subsidie buitengevelisolatie,subsidie buitengevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,True,False,,,,,,,,,,,,2,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",2,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,,
subsidie gevel,subsidie gevel,subsidie_vergunning,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,,,
subsidie gevel isolatie,subsidie gevel isolatie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,,,
subsidie gevel isoleren,subsidie gevel isoleren,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"PHRASE,EXACT",Gevelisolatie - Subsidie & Vergunning,"PAUSED,ENABLED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,cleanup,
subsidie gevelisolatie,subsidie gevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Subsidie & Vergunning,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,,,
subsidie isolatie buitenmuur,subsidie isolatie buitenmuur,subsidie_vergunning,commercial_investigative,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Subsidie & Vergunning,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,,low,cleanup,
subsidies gevelisolatie,subsidies gevelisolatie,subsidie_vergunning,commercial_investigative,nl,NL,True,False,False,False,False,320,MEDIUM,53,0.529972,2.330395,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/subsidie-vergunning/,cluster,medium,keyword contains subsidy/permit signal,medium,expansion_candidate,,
tempex gevelisolatie,tempex gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
terugverdientijd gevelisolatie,terugverdientijd gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,LOW,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
thermische gevelisolatie,thermische gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,68,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
thermo kalei,thermo kalei,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,5,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
ultra crepi darianisme,ultra crepi darianisme,stuc_crepi,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,/sierpleister/,service,medium,keyword contains sierpleister signal,,,,
unilin gevelisolatie,unilin gevelisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.276104,0.973473,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
vocht buitenmuur na isolatie,vocht buitenmuur na isolatie,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,80,0.716162,1.712908,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
vochtige buitenmuur isoleren,vochtige buitenmuur isoleren,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,86,1.025294,1.540771,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
vochtige buitenmuur na isolatie,vochtige buitenmuur na isolatie,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,69,0.236455,1.19751,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
vochtige muur isoleren,vochtige muur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,30,HIGH,99,0.694634,1.593479,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
vochtplekken buitenmuur na spouwmuurisolatie,vochtplekken buitenmuur na spouwmuurisolatie,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,67,0.199278,1.600083,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/,service,low,broad gevelisolatie term,,,,
voorgevel isolatie,voorgevel isolatie,core_isolation,commercial_investigative,nl,NL,False,True,False,True,False,,,,,,30,HIGH,96,1.167309,3.352154,3.21806784,,,,,,,,3,1,1.29,1.0,Gevelisolatie - Core,,,False,,,,,low,high,keep,
voorzetgevel,voorzetgevel,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
voorzetmuur binnen,voorzetmuur binnen,other,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,96,0.46058,1.485521,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
voorzetmuur buiten,voorzetmuur buiten,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Core,,,False,,,,,,,,
voorzetwand buitengevel,voorzetwand buitengevel,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,100,0.297504,1.723471,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
voorzetwand buitenmuur,voorzetwand buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,90,HIGH,100,0.29119,1.175372,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
voorzetwand plaatsen tegen buitenmuur,voorzetwand plaatsen tegen buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,74,0.0,0.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
voorzetwand tegen buitenmuur,voorzetwand tegen buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,61,0.300109,0.970879,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
voorzetwanden buitengevel,voorzetwanden buitengevel,core_isolation,commercial_investigative,nl,NL,True,False,False,False,False,20,HIGH,100,0.297504,1.723471,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
wand isolatie buitenmuur,wand isolatie buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,40,HIGH,100,0.508085,1.941225,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
wandisolatie buitenmuur,wandisolatie buitenmuur,other,commercial_investigative,nl,NL,True,False,False,False,False,40,HIGH,100,0.508085,1.941225,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
wat kost buitengevelisolatie,wat kost buitengevelisolatie,prijs_kosten,commercial,nl,NL,False,False,True,False,True,,,,,,,,,,,,0,0,0.0,0.0,"EXACT,PHRASE",Gevelisolatie - Kosten & Prijs,"ENABLED,PAUSED",,,,,,cleanup,enabled but 0 impressions,False,/gevelisolatie/,service,low,broad gevelisolatie term,,low,cleanup,
waterbestendige isolatie,waterbestendige isolatie,other,commercial,nl,NL,True,False,False,False,False,30,HIGH,100,0.315734,1.069162,,,,,,,,,,,,,,,,,,,,,False,,,,,low,,,
wiko isolatietechniek b v rotterdam,wiko isolatietechniek b v rotterdam,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,1,0,0.0,0.0,Gevelisolatie - Offerte,,,False,,,,,,,,
woning van buiten isoleren,woning van buiten isoleren,other,commercial_investigative,nl,NL,False,False,False,True,False,,,,,,,,,,,,,,,,,,,2,0,0.0,0.0,Gevelisolatie - Afwerking,,,False,,,,,,,,
xps gevelisolatie,xps gevelisolatie,materialen,commercial_investigative,nl,NL,True,False,False,False,False,10,HIGH,100,0.433153,1.597263,,,,,,,,,,,,,,,,,,,,,False,/gevelisolatie/materialen/,cluster,medium,keyword contains material signal,,,,
zijmuur isoleren,zijmuur isoleren,other,commercial_investigative,nl,NL,True,False,False,False,False,10,MEDIUM,61,1.354076,3.545723,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
